TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
20230627,1.7,23.7,27.9,19.7,76.8,8.9,6.0,8.2
20230627,1.5,25.5,30.6,18.9,85.6,3.8,63.6,11.700000000000003
20230628,1.7,29.0,33.1,23.4,54.6,10.8,-9.0,9.700000000000003
20230628,1.4,25.1,28.7,21.3,72.4,2.5,0.4,7.399999999999999
20230628,3.7,22.8,25.3,20.0,82.5,2.7,23.8,5.300000000000001
20230628,1.9,24.4,25.3,23.5,99.0,0.0,0.8,1.8000000000000007
20230628,3.0,23.9,25.9,21.5,88.5,1.3,1.0,4.399999999999999
20230628,1.4,22.2,24.8,18.7,92.9,0.2,97.5,6.100000000000001
20230628,1.3,22.7,27.7,18.8,82.6,7.4,1.1,8.899999999999999
20230628,1.3,22.6,28.6,18.4,90.8,4.5,30.3,10.200000000000003
20230629,1.0,23.7,29.1,20.1,82.9,0.0,26.7,9.0
20230629,1.3,25.4,26.8,24.0,85.0,0.0,39.0,2.8000000000000007
20230629,6.4,24.1,26.9,23.0,87.4,0.7,3.9,3.8999999999999986
20230629,1.9,24.5,25.1,24.2,99.0,0.0,0.5,0.9000000000000021
20230629,3.8,24.2,25.8,22.4,93.9,0.0,48.3,3.400000000000002
20230629,1.8,24.6,26.3,23.0,92.5,0.0,74.8,3.3000000000000007
20230629,1.0,22.5,24.6,19.4,92.9,0.0,85.3,5.200000000000003
20230629,1.5,24.2,27.3,22.2,94.9,0.1,48.6,5.100000000000001
20230630,0.6,20.7,22.7,19.6,94.6,0.9,6.8,3.099999999999998
20230630,1.2,25.9,28.7,23.8,82.0,0.8,3.2,4.899999999999999
20230630,3.8,22.9,25.2,21.3,87.0,0.0,14.3,3.8999999999999986
20230630,1.5,24.2,25.1,23.2,99.0,0.0,67.2,1.9000000000000021
20230630,2.2,23.2,26.2,22.1,97.0,0.5,4.8,4.099999999999998
20230630,1.4,23.7,25.3,22.7,95.4,0.0,25.6,2.6000000000000014
20230630,0.8,22.0,24.5,19.6,94.9,0.1,50.6,4.899999999999999
20230630,1.0,24.0,26.9,22.9,94.9,0.0,9.0,4.0
20230701,0.9,23.7,29.1,18.3,84.8,10.7,-9.0,10.8
20230701,1.2,28.7,33.9,24.7,68.5,6.8,-9.0,9.2
20230701,2.1,23.3,27.1,21.1,79.3,5.1,0.0,6.0
20230701,1.2,23.9,27.5,22.1,99.0,2.5,6.1,5.399999999999999
20230701,1.3,24.8,30.8,22.3,89.9,7.0,-9.0,8.5
20230701,1.5,25.7,31.8,22.6,86.9,5.6,0.6,9.2
20230701,0.9,23.8,29.1,19.5,82.9,10.6,-9.0,9.600000000000001
20230701,1.3,25.3,29.1,22.8,89.9,6.7,0.0,6.300000000000001
20230702,1.1,25.4,32.3,21.6,75.0,5.5,-9.0,10.699999999999996
20230702,1.2,28.5,32.0,25.1,68.9,3.4,-9.0,6.899999999999999
20230702,3.6,24.7,28.5,21.7,79.3,8.5,-9.0,6.800000000000001
20230702,1.1,25.0,27.1,23.7,98.8,3.2,4.4,3.400000000000002
20230702,0.9,25.3,32.4,21.8,85.1,5.4,-9.0,10.599999999999998
20230702,1.2,27.1,32.8,22.5,78.5,7.2,-9.0,10.299999999999997
20230702,0.9,24.1,30.3,19.7,83.4,7.2,-9.0,10.600000000000001
20230702,1.3,26.2,32.6,22.1,83.4,6.7,-9.0,10.5
20230703,0.9,22.5,25.8,20.7,91.3,4.6,-9.0,5.100000000000001
20230703,1.3,29.8,34.9,24.6,60.5,10.0,-9.0,10.299999999999997
20230703,1.8,24.8,28.9,23.0,80.4,3.0,-9.0,5.899999999999999
20230703,1.2,24.7,25.9,23.6,99.0,0.0,11.7,2.299999999999997
20230703,1.4,26.3,31.5,23.0,85.3,8.5,-9.0,8.5
20230703,1.2,27.1,32.3,22.8,81.1,3.9,-9.0,9.499999999999996
20230703,1.1,24.3,30.8,18.6,77.3,9.7,-9.0,12.2
20230703,1.4,26.5,31.1,22.6,83.0,5.4,-9.0,8.5
20230704,0.9,23.2,26.0,21.3,90.6,1.2,7.5,4.699999999999999
20230704,1.4,25.9,29.2,24.0,79.9,0.3,31.1,5.199999999999999
20230704,1.7,24.3,28.6,22.6,83.6,2.2,3.4,6.0
20230704,0.7,24.8,26.0,23.6,99.0,0.0,0.5,2.3999999999999986
20230704,2.2,25.0,25.9,24.0,93.5,0.0,51.6,1.8999999999999986
20230704,1.3,24.0,25.9,22.8,92.5,0.0,41.3,3.099999999999998
20230704,0.6,22.8,26.9,19.7,87.0,4.0,30.7,7.199999999999999
20230704,2.3,23.1,24.8,22.3,94.5,0.0,32.1,2.5
20230705,3.0,27.6,32.4,22.6,63.0,12.0,7.2,9.799999999999997
20230705,2.3,25.5,30.0,23.3,73.9,5.8,22.3,6.699999999999999
20230705,4.9,25.8,30.9,21.9,77.1,7.7,29.5,9.0
20230705,1.7,26.3,31.0,23.1,89.1,8.3,32.4,7.899999999999999
20230705,3.2,23.7,26.1,22.2,88.6,4.2,16.6,3.900000000000002
20230705,2.5,25.2,30.4,21.0,81.3,7.4,26.4,9.399999999999999
20230705,1.7,23.2,26.6,19.2,81.3,7.4,53.1,7.400000000000002
20230705,2.3,25.3,31.1,20.8,79.4,5.9,14.8,10.3
20230706,3.1,28.5,32.7,25.0,53.9,4.1,-9.0,7.700000000000003
20230706,1.4,27.9,32.8,23.1,57.3,7.4,-9.0,9.699999999999996
20230706,3.4,24.4,28.0,21.6,75.0,6.8,-9.0,6.399999999999999
20230706,1.2,24.8,27.6,21.1,91.3,10.0,-9.0,6.5
20230706,3.5,25.6,30.3,22.7,74.8,7.2,-9.0,7.600000000000001
20230706,1.0,25.3,33.0,19.5,78.4,6.2,-9.0,13.5
20230706,1.0,23.5,29.9,18.4,78.6,7.1,-9.0,11.5
20230706,1.0,24.9,32.3,18.5,79.1,7.1,-9.0,13.799999999999997
20230707,0.8,24.6,29.6,19.8,62.6,4.8,-9.0,9.8
20230707,1.1,23.1,27.6,20.3,76.9,0.0,35.2,7.300000000000001
20230707,2.3,22.4,25.7,20.4,84.9,0.0,51.0,5.300000000000001
20230707,1.0,25.4,26.2,24.6,97.0,0.0,2.8,1.5999999999999979
20230707,1.2,23.3,26.5,20.8,86.9,0.0,31.4,5.699999999999999
20230707,1.0,22.3,23.9,20.6,95.0,0.0,55.2,3.299999999999997
20230707,0.7,20.1,24.0,18.0,89.3,0.0,20.3,6.0
20230707,1.0,21.2,23.4,19.1,95.3,0.0,47.8,4.299999999999997
20230708,0.9,21.9,24.4,18.0,87.5,6.1,-9.0,6.399999999999999
20230708,1.0,25.7,31.1,20.4,77.1,4.0,0.8,10.700000000000003
20230708,1.0,22.2,23.8,20.5,91.5,0.0,28.1,3.3000000000000007
20230708,1.5,24.8,26.1,23.9,98.4,0.1,85.2,2.200000000000003
20230708,2.0,24.3,27.7,22.6,94.1,4.2,-9.0,5.099999999999998
20230708,1.3,25.6,30.8,22.4,89.0,3.7,0.7,8.400000000000002
20230708,0.8,22.7,28.6,18.1,84.8,5.1,1.2,10.5
20230708,0.9,23.3,27.3,19.7,93.8,2.6,-9.0,7.600000000000001
20230709,0.8,22.3,26.4,20.9,92.9,2.1,26.0,5.5
20230709,1.4,27.5,31.7,24.8,75.8,1.6,0.0,6.899999999999999
20230709,2.3,24.2,27.2,21.5,87.0,0.6,3.4,5.699999999999999
20230709,1.3,26.1,28.1,24.9,91.0,0.1,0.6,3.200000000000003
20230709,3.5,26.2,30.0,24.5,87.6,1.5,0.0,5.5
20230709,1.4,26.5,30.5,23.9,89.1,1.0,0.0,6.600000000000001
20230709,0.8,22.8,27.0,20.3,89.9,0.9,29.0,6.699999999999999
20230709,1.2,25.5,29.1,23.0,92.6,1.7,-9.0,6.100000000000001
20230710,1.2,27.5,32.7,21.7,68.1,7.2,3.1,11.000000000000004
20230710,1.8,27.5,32.5,21.8,69.6,7.8,22.5,10.7
20230710,3.9,25.6,28.2,22.8,83.0,3.9,0.3,5.399999999999999
20230710,1.4,26.0,27.8,25.1,93.4,0.1,0.7,2.6999999999999993
20230710,3.1,26.1,28.8,23.5,80.6,8.3,0.5,5.300000000000001
20230710,1.9,27.9,32.8,23.3,76.1,6.7,1.3,9.499999999999996
20230710,1.0,23.1,28.3,19.5,88.5,6.5,14.2,8.8
20230710,1.4,26.5,30.2,23.8,87.3,6.5,1.6,6.399999999999999
20230711,1.3,24.4,31.4,21.2,79.5,3.5,4.0,10.2
20230711,1.1,25.2,27.2,23.8,81.0,0.0,16.1,3.3999999999999986
20230711,4.2,24.7,28.8,22.4,87.3,1.4,49.3,6.400000000000002
20230711,4.8,26.8,29.1,23.5,91.3,1.8,0.9,5.600000000000001
20230711,1.0,23.7,26.0,22.1,98.3,0.0,11.6,3.8999999999999986
20230711,1.7,25.2,29.9,22.7,95.0,0.5,25.5,7.199999999999999
20230711,3.3,25.8,26.6,24.7,93.4,0.0,4.9,1.9000000000000021
20230711,0.9,25.3,30.3,22.7,85.1,0.1,55.1,7.600000000000001
20230712,1.8,23.9,26.7,21.2,92.4,3.7,0.1,5.5
20230712,1.9,24.9,30.1,23.0,82.3,4.6,1.0,7.100000000000001
20230712,1.5,25.8,28.8,23.6,99.0,0.4,2.8,5.199999999999999
20230712,6.5,27.9,30.6,26.2,86.0,8.4,-9.0,4.400000000000002
20230712,0.7,26.2,29.9,22.7,91.5,3.3,0.1,7.199999999999999
20230712,1.4,25.3,27.7,22.7,94.9,0.5,23.3,5.0
20230712,2.8,25.7,27.1,22.7,92.5,0.1,35.7,4.400000000000002
20230712,1.0,26.5,30.1,23.4,79.8,2.4,4.8,6.700000000000003
20230713,5.2,22.6,24.1,21.6,98.0,0.0,35.8,2.5
20230713,1.6,23.2,25.0,21.8,94.5,0.0,9.3,3.1999999999999993
20230713,1.7,26.1,27.7,24.8,99.0,0.0,4.4,2.8999999999999986
20230713,5.9,27.3,29.4,26.0,89.1,0.2,0.0,3.3999999999999986
20230713,1.3,25.0,26.1,24.3,99.0,0.0,35.1,1.8000000000000007
20230713,1.3,25.6,27.6,23.8,98.0,0.0,9.2,3.8000000000000007
20230713,4.5,26.4,27.4,25.9,88.9,0.0,0.8,1.5
20230713,1.1,27.0,28.8,25.2,80.0,0.0,4.1,3.6000000000000014
20230714,4.5,24.6,26.4,23.2,93.0,0.8,-9.0,3.1999999999999993
20230714,2.9,22.1,26.5,19.2,92.6,0.1,16.7,7.300000000000001
20230714,3.9,25.4,26.4,24.3,99.0,0.0,51.6,2.099999999999998
20230714,9.9,26.3,27.4,25.8,93.1,3.5,-9.0,1.5999999999999979
20230714,2.0,24.0,25.2,23.2,97.3,0.0,211.4,2.0
20230714,5.3,25.6,26.6,24.5,89.9,0.0,88.3,2.1000000000000014
20230714,2.1,25.3,26.5,24.5,96.4,0.0,15.8,2.0
20230714,2.5,25.6,26.4,24.6,86.8,0.0,23.5,1.7999999999999972
20230715,1.3,23.9,25.2,22.0,86.5,0.0,5.6,3.1999999999999993
20230715,3.0,23.7,25.0,22.6,93.8,0.0,15.2,2.3999999999999986
20230715,2.0,26.8,29.1,23.5,82.8,0.6,24.8,5.600000000000001
20230715,6.2,30.8,33.5,28.4,65.1,6.9,0.4,5.100000000000001
20230715,0.8,22.1,23.0,20.7,99.8,0.0,130.4,2.3000000000000007
20230715,2.6,24.8,26.1,23.2,93.1,0.0,67.5,2.900000000000002
20230715,0.9,24.6,27.1,22.6,100.0,0.0,65.2,4.5
20230715,1.3,24.4,26.2,22.8,94.4,0.0,51.3,3.3999999999999986
20230716,4.7,21.1,24.2,19.5,89.6,0.6,0.0,4.699999999999999
20230716,0.6,24.4,28.1,21.4,87.8,1.0,0.3,6.700000000000003
20230716,1.5,24.1,27.2,22.1,91.6,0.3,53.3,5.099999999999998
20230716,1.2,24.0,27.8,21.8,91.6,1.3,1.6,6.0
20230716,1.2,23.9,28.2,21.1,81.3,1.6,0.1,7.099999999999998
20230716,1.6,23.5,27.2,20.3,89.1,2.9,21.2,6.899999999999999
20230716,1.1,24.3,26.6,22.8,96.8,0.1,22.3,3.8000000000000007
20230716,2.2,24.4,27.7,22.6,91.3,0.1,20.1,5.099999999999998
20230717,0.8,23.7,26.2,22.2,97.0,0.4,4.5,4.0
20230717,0.6,24.6,29.1,21.8,90.6,1.7,2.6,7.300000000000001
20230717,1.5,25.7,31.1,23.1,88.6,4.9,25.4,8.0
20230717,1.5,25.3,28.8,22.6,94.8,2.6,10.9,6.199999999999999
20230717,1.5,24.2,29.1,21.4,79.1,5.0,0.3,7.700000000000003
20230717,1.5,25.1,31.6,22.7,90.9,4.2,78.9,8.900000000000002
20230717,1.3,25.5,28.7,23.4,93.3,1.2,40.0,5.300000000000001
20230717,1.3,26.2,31.0,22.4,85.9,4.8,12.1,8.600000000000001
20230718,0.7,24.6,27.7,22.0,93.0,1.4,0.8,5.699999999999999
20230718,1.4,24.0,26.4,22.3,92.5,1.5,60.7,4.099999999999998
20230718,1.2,23.7,24.8,22.4,96.4,0.0,74.2,2.400000000000002
20230718,1.1,24.1,26.1,22.8,99.0,0.0,93.1,3.3000000000000007
20230718,0.4,23.2,25.4,22.5,95.9,0.7,62.3,2.8999999999999986
20230718,1.2,23.7,24.7,23.2,94.9,0.0,75.7,1.5
20230718,2.4,25.2,29.3,23.3,95.4,0.6,33.2,6.0
20230718,0.4,23.1,24.7,22.2,95.8,0.0,93.7,2.5
20230719,0.9,25.8,31.6,20.2,80.9,11.6,-9.0,11.400000000000002
20230719,2.3,22.9,25.2,21.0,93.9,1.9,3.4,4.199999999999999
20230719,1.7,25.4,29.1,21.8,84.4,12.2,-9.0,7.300000000000001
20230719,2.8,25.6,30.1,22.7,86.3,-9.0,-9.0,7.400000000000002
20230719,0.9,25.6,32.7,20.2,77.8,10.6,-9.0,12.500000000000004
20230719,1.2,25.2,30.6,21.8,83.8,7.9,1.3,8.8
20230719,1.1,24.9,28.9,22.7,96.6,1.7,-9.0,6.199999999999999
20230719,0.8,25.9,32.3,20.6,83.5,10.9,-9.0,11.699999999999996
20230720,0.9,26.3,32.9,21.6,84.0,8.0,-9.0,11.299999999999997
20230720,0.6,26.7,31.0,23.0,75.0,7.0,-9.0,8.0
20230720,2.1,25.6,29.4,21.7,79.3,10.9,-9.0,7.699999999999999
20230720,0.5,25.0,28.7,22.0,90.4,0.8,-9.0,6.699999999999999
20230720,0.7,26.9,32.8,21.7,83.0,8.0,-9.0,11.099999999999998
20230720,1.1,25.3,30.1,21.6,86.0,8.4,-9.0,8.5
20230720,0.9,25.9,29.8,22.5,87.1,1.5,-9.0,7.300000000000001
20230720,1.2,22.6,27.7,18.5,89.9,9.6,-9.0,9.2
20230721,1.5,24.6,27.8,22.4,88.5,2.7,-9.0,5.400000000000002
20230721,1.7,27.8,32.4,23.6,70.1,12.8,-9.0,8.799999999999997
20230721,0.6,26.6,33.1,22.6,84.3,6.2,-9.0,10.5
20230721,5.5,22.8,25.6,21.1,95.0,1.7,-9.0,4.5
20230721,1.1,27.5,33.2,22.8,75.8,9.5,-9.0,10.400000000000002
20230721,1.2,27.1,33.7,23.5,80.4,6.5,-9.0,10.200000000000003
20230721,1.7,25.7,30.4,22.3,87.0,2.4,-9.0,8.099999999999998
20230721,1.4,23.9,32.1,18.5,80.3,6.1,-9.0,13.600000000000001
20230721,1.8,26.6,32.3,22.1,75.6,10.2,-9.0,10.199999999999996
20230722,2.6,27.7,32.5,24.6,73.9,6.4,12.3,7.899999999999999
20230722,1.1,25.5,30.5,20.0,78.1,6.7,-9.0,10.5
20230722,2.7,24.1,24.9,22.8,89.5,0.0,6.9,2.099999999999998
20230722,1.9,25.8,31.1,22.6,84.4,4.9,38.7,8.5
20230722,1.3,24.6,28.9,20.5,82.1,4.8,0.0,8.399999999999999
20230722,1.8,25.9,29.5,22.7,82.4,1.8,0.5,6.800000000000001
20230722,1.4,24.7,29.0,20.2,82.6,5.3,-9.0,8.8
20230722,1.0,24.2,27.3,21.5,90.4,0.1,4.3,5.800000000000001
20230723,0.8,24.3,26.1,22.5,97.9,0.0,2.9,3.6000000000000014
20230723,1.2,25.2,28.3,23.0,86.5,0.0,1.0,5.300000000000001
20230723,4.7,26.0,27.4,24.8,94.1,0.0,47.7,2.599999999999998
20230723,1.1,26.6,29.2,23.6,89.9,0.1,17.4,5.599999999999998
20230723,1.1,24.9,25.9,23.7,97.0,0.0,83.1,2.1999999999999993
20230723,1.6,27.6,30.9,25.3,87.5,0.3,7.8,5.599999999999998
20230723,0.8,24.9,27.9,23.2,95.9,0.0,5.9,4.699999999999999
20230723,1.9,26.8,27.5,25.5,86.8,0.0,1.7,2.0
20230724,1.3,28.5,33.4,25.0,75.1,3.6,0.2,8.399999999999999
20230724,0.9,26.1,30.1,23.8,82.3,3.9,5.1,6.300000000000001
20230724,4.0,25.9,28.4,24.0,91.0,0.8,12.0,4.399999999999999
20230724,1.6,25.7,27.2,24.3,92.0,0.0,21.5,2.8999999999999986
20230724,1.8,26.1,29.4,23.9,86.4,1.5,0.7,5.5
20230724,1.2,25.3,29.9,21.8,91.3,1.1,76.9,8.099999999999998
20230724,0.8,24.4,28.1,22.5,88.8,2.0,4.5,5.600000000000001
20230724,1.1,25.0,26.6,23.5,94.3,0.3,19.4,3.1000000000000014
20230725,1.2,28.1,31.6,24.1,71.6,7.9,0.0,7.5
20230725,1.1,26.8,30.0,25.0,80.3,1.7,3.0,5.0
20230725,3.2,26.4,29.8,24.3,82.0,7.1,7.9,5.5
20230725,1.7,26.3,30.1,23.6,91.0,1.3,41.8,6.5
20230725,1.0,25.7,28.7,23.5,88.3,1.2,0.5,5.199999999999999
20230725,1.4,26.6,31.5,24.2,91.8,6.7,2.5,7.300000000000001
20230725,2.2,26.8,30.3,23.8,84.6,5.4,-9.0,6.5
20230725,0.7,27.3,32.3,23.4,78.5,6.0,14.7,8.899999999999999
20230726,4.0,26.0,28.3,23.8,90.4,3.8,0.0,4.5
20230726,2.5,27.1,29.9,24.4,74.5,3.7,0.0,5.5
20230726,1.3,27.4,32.7,24.6,92.8,6.8,0.6,8.100000000000001
20230726,5.0,27.3,30.3,23.4,87.9,7.3,3.0,6.900000000000002
20230726,1.0,24.6,31.4,22.1,90.5,4.8,30.7,9.299999999999997
20230726,1.4,26.1,31.5,23.6,89.1,4.2,18.6,7.899999999999999
20230726,0.9,27.0,31.9,23.7,91.3,4.2,-9.0,8.2
20230726,0.8,26.7,32.6,23.3,81.8,4.4,0.4,9.3
20230727,1.3,27.7,32.7,22.9,74.9,8.1,0.1,9.800000000000004
20230727,1.3,27.9,32.3,23.3,80.0,10.2,-9.0,8.999999999999996
20230727,1.0,28.8,33.7,24.1,74.3,11.8,-9.0,9.600000000000001
20230727,2.8,30.0,34.0,26.4,68.6,9.6,0.0,7.600000000000001
20230727,0.9,26.3,31.9,22.2,84.9,9.6,-9.0,9.7
20230727,1.0,27.8,33.2,23.0,80.0,5.5,-9.0,10.200000000000003
20230727,0.8,26.1,33.3,22.7,92.3,5.0,0.7,10.599999999999998
20230727,0.9,25.2,32.3,22.1,87.9,6.4,7.7,10.199999999999996
20230728,2.1,24.6,31.1,20.2,80.4,10.9,-9.0,10.900000000000002
20230728,1.2,28.7,34.2,24.0,76.6,9.2,-9.0,10.200000000000003
20230728,1.2,28.7,32.9,24.2,69.8,11.6,-9.0,8.7
20230728,1.1,27.9,34.3,22.4,80.3,9.5,-9.0,11.899999999999999
20230728,1.1,28.2,36.1,21.7,73.3,9.5,-9.0,14.400000000000002
20230728,1.0,25.8,31.8,20.6,82.4,11.0,0.0,11.2
20230728,1.0,28.0,34.0,23.8,80.1,6.4,-9.0,10.2
20230728,1.4,29.4,35.9,23.6,76.9,11.9,-9.0,12.299999999999997
20230729,1.0,26.7,31.2,22.7,85.8,5.9,0.0,8.5
20230729,0.7,27.2,34.9,23.3,76.0,9.4,-9.0,11.599999999999998
20230729,1.4,29.4,34.4,25.2,70.4,12.0,1.0,9.2
20230729,1.1,28.7,34.1,24.2,79.5,10.8,-9.0,9.900000000000002
20230729,0.8,25.6,33.3,19.4,72.4,11.1,-9.0,13.899999999999999
20230729,1.3,28.2,34.7,23.0,75.6,9.8,-9.0,11.700000000000003
20230729,0.7,27.0,31.9,22.3,81.9,10.8,-9.0,9.599999999999998
20230729,1.0,29.2,35.5,23.6,71.3,11.3,-9.0,11.899999999999999
20230730,0.7,28.1,33.5,22.5,76.6,11.8,-9.0,11.0
20230730,1.6,28.1,34.4,24.1,75.6,7.4,0.0,10.299999999999997
20230730,1.5,29.8,35.5,25.0,65.4,10.4,-9.0,10.5
20230730,1.3,26.4,31.5,22.0,84.1,8.6,-9.0,9.5
20230730,0.9,28.2,34.5,22.7,73.3,11.0,-9.0,11.8
20230730,0.8,27.7,34.5,23.0,75.8,7.6,0.0,11.5
20230730,2.3,27.7,32.5,23.6,84.0,12.0,-9.0,8.899999999999999
20230730,0.7,29.0,34.9,24.1,70.5,11.4,-9.0,10.799999999999997
20230731,0.9,27.4,32.4,22.8,83.5,8.7,-9.0,9.599999999999998
20230731,1.8,27.6,31.3,25.7,84.1,7.3,-9.0,5.600000000000001
20230731,1.3,27.9,32.4,23.7,82.4,10.6,-9.0,8.7
20230731,1.6,27.5,33.3,22.9,82.9,11.3,4.3,10.399999999999999
20230731,0.8,26.9,33.2,23.7,82.4,4.4,0.0,9.500000000000004
20230731,0.8,26.7,32.7,22.1,79.4,9.8,-9.0,10.600000000000001
20230731,0.8,27.7,34.2,22.7,82.5,10.8,0.0,11.500000000000004
20230731,0.8,28.1,33.9,22.9,80.1,9.4,-9.0,11.0
20230801,1.0,28.3,34.3,23.2,80.4,10.2,-9.0,11.099999999999998
20230801,0.8,28.1,33.7,23.0,73.6,8.2,-9.0,10.700000000000003
20230801,2.2,28.5,32.7,24.2,71.0,10.5,-9.0,8.500000000000004
20230801,2.1,27.7,31.8,24.4,83.1,12.5,-9.0,7.400000000000002
20230801,0.5,28.4,34.2,23.2,84.4,9.2,-9.0,11.000000000000004
20230801,1.0,28.8,34.5,24.9,79.0,10.8,-9.0,9.600000000000001
20230801,1.4,29.1,34.9,24.4,78.1,12.0,-9.0,10.5
20230801,1.6,26.3,30.7,21.7,82.5,12.3,-9.0,9.0
20230802,1.4,30.3,34.9,25.3,67.6,10.4,-9.0,9.599999999999998
20230802,1.5,28.2,31.4,26.2,77.4,11.5,-9.0,5.199999999999999
20230802,0.7,29.1,35.0,24.1,80.0,8.3,-9.0,10.899999999999999
20230802,1.5,27.1,30.2,24.4,84.1,11.6,-9.0,5.800000000000001
20230802,1.2,28.4,33.8,24.5,75.5,8.4,-9.0,9.299999999999997
20230802,1.3,28.8,34.1,24.9,74.4,7.7,-9.0,9.200000000000003
20230802,1.8,28.6,34.3,24.0,80.8,12.8,-9.0,10.299999999999997
20230802,1.1,27.4,34.7,21.4,73.8,10.4,-9.0,13.300000000000004
20230802,1.7,29.4,34.6,24.0,70.8,10.4,-9.0,10.600000000000001
20230803,2.1,29.5,33.8,25.8,67.0,11.0,-9.0,7.9999999999999964
20230803,1.5,29.6,34.8,25.1,75.8,12.0,-9.0,9.699999999999996
20230803,1.6,29.1,32.8,25.7,71.5,12.7,-9.0,7.099999999999998
20230803,1.8,26.5,30.3,22.6,86.8,8.8,-9.0,7.699999999999999
20230803,0.8,28.7,34.1,23.6,75.6,9.2,-9.0,10.5
20230803,1.6,31.0,36.9,25.8,68.1,10.7,-9.0,11.099999999999998
20230803,1.2,28.5,34.3,23.0,75.8,11.4,-9.0,11.299999999999997
20230803,1.0,28.3,33.7,24.0,74.5,12.0,-9.0,9.700000000000003
20230804,1.2,30.1,34.9,25.6,64.4,8.9,-9.0,9.299999999999997
20230804,1.3,27.8,33.4,23.3,78.4,8.0,-9.0,10.099999999999998
20230804,2.3,29.5,33.9,26.2,73.5,9.0,-9.0,7.699999999999999
20230804,0.7,28.6,34.3,24.0,78.1,10.2,-9.0,10.299999999999997
20230804,0.8,29.7,35.5,24.8,76.0,9.9,-9.0,10.7
20230804,0.9,30.7,35.9,26.5,70.8,10.3,-9.0,9.399999999999999
20230804,1.6,27.7,33.8,22.8,81.4,8.5,-9.0,10.999999999999996
20230804,0.8,28.6,33.6,24.4,74.4,9.1,-9.0,9.200000000000003
20230805,1.7,32.4,37.3,28.0,59.4,12.3,-9.0,9.299999999999997
20230805,1.0,30.0,35.3,25.9,67.1,11.3,-9.0,9.399999999999999
20230805,1.9,29.5,34.5,25.2,73.6,12.1,-9.0,9.3
20230805,2.3,30.0,33.8,27.0,71.6,11.2,1.6,6.799999999999997
20230805,0.8,28.8,34.1,25.3,75.1,10.8,-9.0,8.8
20230805,1.5,29.5,36.5,23.9,75.4,11.7,-9.0,12.600000000000001
20230805,1.0,26.9,33.1,21.4,78.4,10.9,-9.0,11.700000000000003
20230805,0.9,29.5,36.4,23.1,77.8,10.9,-9.0,13.299999999999997
20230806,0.9,26.5,29.6,24.5,90.0,3.6,77.8,5.100000000000001
20230806,1.3,31.2,36.4,26.2,62.9,9.4,0.7,10.2
20230806,2.8,30.9,34.7,28.1,62.8,11.6,-9.0,6.600000000000001
20230806,3.8,28.9,31.3,27.0,84.0,6.8,-9.0,4.300000000000001
20230806,0.9,29.1,35.0,23.3,74.4,10.2,-9.0,11.7
20230806,1.5,30.7,35.3,26.5,69.1,8.5,-9.0,8.799999999999997
20230806,2.1,27.9,32.7,24.4,83.3,9.9,-9.0,8.300000000000004
20230806,0.8,30.5,36.1,25.5,63.9,6.8,-9.0,10.600000000000001
20230807,2.6,25.2,29.2,21.9,83.6,11.2,-9.0,7.300000000000001
20230807,2.9,27.3,31.1,24.6,81.4,10.9,-9.0,6.5
20230807,0.7,29.1,35.4,25.6,90.3,7.6,8.4,9.799999999999997
20230807,5.9,28.5,31.4,26.9,82.6,12.6,-9.0,4.5
20230807,1.3,28.7,34.1,25.1,75.4,8.0,-9.0,9.0
20230807,1.1,28.3,33.5,25.1,82.5,9.3,1.2,8.399999999999999
20230807,1.9,30.5,35.8,26.9,72.5,8.9,0.0,8.899999999999999
20230807,1.2,29.4,35.8,24.1,72.4,9.2,-9.0,11.699999999999996
20230808,2.8,27.7,33.1,22.5,65.1,12.8,-9.0,10.600000000000001
20230808,2.7,30.5,34.9,26.7,69.8,12.0,0.0,8.2
20230808,2.6,29.9,34.1,26.5,65.5,10.6,-9.0,7.600000000000001
20230808,3.9,29.7,32.5,27.9,74.9,3.4,-9.0,4.600000000000001
20230808,2.3,26.7,32.0,22.2,75.4,10.2,-9.0,9.8
20230808,1.3,29.5,36.0,24.3,75.4,10.3,-9.0,11.7
20230808,1.1,29.3,35.3,24.1,80.5,8.9,-9.0,11.199999999999996
20230808,1.6,28.1,33.7,23.1,74.5,10.5,-9.0,10.600000000000001
20230809,2.4,18.5,19.7,17.6,96.0,0.0,43.7,2.099999999999998
20230809,2.0,25.7,29.5,22.6,76.4,1.2,24.7,6.899999999999999
20230809,4.2,24.1,25.5,23.1,89.5,0.0,36.7,2.3999999999999986
20230809,3.0,26.0,30.2,22.5,82.1,1.4,25.9,7.699999999999999
20230809,1.9,22.8,27.6,20.6,81.0,0.0,16.7,7.0
20230809,2.6,24.3,27.9,22.6,87.6,0.0,25.0,5.299999999999997
20230809,2.5,26.1,27.8,25.1,84.6,0.0,54.0,2.6999999999999993
20230809,3.9,24.4,24.8,23.7,87.6,0.0,29.7,1.1000000000000014
20230810,2.3,21.5,24.2,20.7,96.8,0.0,54.2,3.5
20230810,0.9,21.6,22.8,20.8,92.8,0.0,79.6,2.0
20230810,3.7,22.5,24.6,21.3,93.1,0.0,152.1,3.3000000000000007
20230810,4.0,22.9,24.6,22.1,97.5,0.0,76.6,2.5
